SiteNumber,Type,LocationID,Region,DistrictOffice,State,StateName,County,CountyState,City,FacilityName,Ownership,Use,ARPLatitudeS,Latitude,ARPLongitudeS,Longitude,Elevation,ChartName,ActiviationDate,CustomsAirportOfEntry,CustomsLandingRights,MilitaryJointUse,MilitaryLandingRights
14583.01*C,SEAPLANE BASE,E61,ASW,LNM,NM,NEW MEXICO,SAN MIGUEL,NM,CONCHAS DAM,CONCHAS LAKE,PU,PU,127383.175,35.38421528,375178.915,-104.2163653,4201,ALBUQUERQUE,1/1/1979,,,,
14584.23*A,AIRPORT,2NM9,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,CORONA,HIGH DESERT RANCH,PR,PR,123117,34.19916667,378591,-105.1641667,5575,ALBUQUERQUE,4/1/2010,,,,
14584.22*A,AIRPORT,NM25,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,CORONA,LINCOLN STATION,PR,PR,122847.259,34.12423861,380416.979,-105.6713831,6655,ALBUQUERQUE,11/1/1980,,,,
14585.01*A,AIRPORT,0.00E+00,ASW,LNM,NM,NEW MEXICO,MC KINLEY,NM,CROWNPOINT,CROWNPOINT,PU,PU,128583.572,35.71765889,389525.746,-108.2015961,6696,DENVER,8/1/1980,,,,
14586.*A,AIRPORT,NM74,ASW,LNM,NM,NEW MEXICO,CIBOLA,NM,CUBERO,CUBERO,PR,PR,126315.148,35.08754111,387227.182,-107.5631061,6192,ALBUQUERQUE,5/1/1940,N,N,,
14595.*A,AIRPORT,DMN,ASW,LNM,NM,NEW MEXICO,LUNA,NM,DEMING,DEMING MUNI,PU,PU,116144.6,32.26238889,387788.4,-107.719,4314,ALBUQUERQUE,10/1/1937,N,N,N,Y
14595.02*A,AIRPORT,NM26,ASW,LNM,NM,NEW MEXICO,LUNA,NM,DEMING,LUNA LANDING,PR,PR,115560.329,32.10009139,388162.107,-107.8228075,4250,ALBUQUERQUE,6/1/1980,,,,
14595.01*A,AIRPORT,NM08,ASW,LNM,NM,NEW MEXICO,LUNA,NM,DEMING,SOLO RANCH,PR,PR,116145.32,32.26258889,386654.072,-107.4039089,4200,ALBUQUERQUE,11/1/1977,,,,
14596.6*A,AIRPORT,24N,ASW,LNM,NM,NEW MEXICO,RIO ARRIBA,NM,DULCE,JICARILLA APACHE NATION,PU,PU,132582.726,36.828535,384783.089,-106.8841914,7618,DENVER,5/1/1998,,,,
14599.4*A,AIRPORT,1N1,ASW,LNM,NM,NEW MEXICO,SANTA FE,NM,EDGEWOOD,SANDIA AIRPARK ESTATES EAST,PR,PU,126340.6,35.09461111,382192.4,-106.1645556,6565,ALBUQUERQUE,12/1/1985,,,,
14603.*A,AIRPORT,NM48,ASW,LNM,NM,NEW MEXICO,RIO ARRIBA,NM,ENSENADA,ESENADA,PR,PR,132230.05,36.73056944,383382.117,-106.4950325,7640,DENVER,7/1/1985,,,,
14604.7*A,AIRPORT,E14,ASW,LNM,NM,NEW MEXICO,RIO ARRIBA,NM,ESPANOLA,OHKAY OWINGEH,PU,PU,129694.0285,36.02611903,381763.4925,-106.0454146,5790,DENVER,11/1/1955,N,N,N,Y
14605.21*A,AIRPORT,E92,ASW,LNM,NM,NEW MEXICO,TORRANCE,NM,ESTANCIA,ESTANCIA MUNI,PU,PU,125148.216,34.76339333,381749.06,-106.0414056,6100,ALBUQUERQUE,11/1/1967,N,N,N,Y
14607.*A,AIRPORT,FMN,ASW,LNM,NM,NEW MEXICO,SAN JUAN,NM,FARMINGTON,FOUR CORNERS RGNL,PU,PU,132268.5,36.74125,389627.8,-108.2299444,5506,DENVER,,N,N,N,Y
14607.01*H,HELIPORT,NM62,ASW,LNM,NM,NEW MEXICO,SAN JUAN,NM,FARMINGTON,SJRMC,PR,PR,132207.01,36.72416944,389585.27,-108.2181306,5280,DENVER,6/1/1993,,,,
14607.5*A,AIRPORT,NM91,ASW,LNM,NM,NEW MEXICO,CIBOLA,NM,FENCE LAKE,HIGH LONESOME,PR,PR,124640.4,34.62233333,391644.7,-108.7901944,7460,ALBUQUERQUE,6/1/2004,,,,
14608.01*A,AIRPORT,65NM,ASW,LNM,NM,NEW MEXICO,QUAY,NM,FORREST,CURTIS AND CURTIS,PR,PR,125016.239,34.72673306,372994.856,-103.6096822,4691,ALBUQUERQUE,1/1/1967,,,,
14609.01*A,AIRPORT,NM38,ASW,LNM,NM,NEW MEXICO,DE BACA,NM,FORT SUMNER,DOUBLE V RANCH,PR,PR,122822.282,34.11730056,375937.907,-104.4271964,4114,ALBUQUERQUE,5/1/1982,,,,
14609.*A,AIRPORT,FSU,ASW,LNM,NM,NEW MEXICO,DE BACA,NM,FORT SUMNER,FORT SUMNER MUNI,PU,PU,124155.975,34.48777083,375181.012,-104.2169478,4165,ALBUQUERQUE,2/1/1941,N,N,N,Y
14612.*A,AIRPORT,GUP,ASW,LNM,NM,NEW MEXICO,MC KINLEY,NM,GALLUP,GALLUP MUNI,PU,PU,127839.81,35.51105833,391641.514,-108.7893094,6472,ALBUQUERQUE,,N,N,N,Y
14612.02*A,AIRPORT,NM27,ASW,LNM,NM,NEW MEXICO,MC KINLEY,NM,GALLUP,SANOSTEE,PU,PR,131121.011,36.42250306,391901.328,-108.86148,5950,DENVER,10/1/1980,,,,
14611.13*A,AIRPORT,NM99,ASW,LNM,NM,NEW MEXICO,RIO ARRIBA,NM,GAVILAN,MURROW FIELD ON THE DIVIDE,PR,PR,131137.67,36.42713056,385202.97,-107.000825,7550,DENVER,10/1/2014,,,,
14613.71*A,AIRPORT,E94,ASW,LNM,NM,NEW MEXICO,CATRON,NM,GLENWOOD,GLENWOOD-CATRON COUNTY,PU,PU,120070.223,33.35283972,391922.229,-108.8672858,5428,ALBUQUERQUE,10/1/1963,,,,
14613.7*A,AIRPORT,NM55,ASW,LNM,NM,NEW MEXICO,CATRON,NM,GLENWOOD,WHITEWATER MESA RANCH,PR,PR,120106,33.36277778,391909,-108.8636111,5460,ALBUQUERQUE,6/1/1987,,,,
14614.1*A,AIRPORT,GNT,ASW,LNM,NM,NEW MEXICO,CIBOLA,NM,GRANTS,GRANTS-MILAN MUNI,PU,PU,126602.2,35.16727778,388447.4,-107.9020556,6536,ALBUQUERQUE,8/1/1952,N,N,N,Y
14615.3*H,HELIPORT,NM43,ASW,LNM,NM,NEW MEXICO,GRANT,NM,HACHITA,SOUTHWELL H Q,PR,PR,115180,31.99444444,390135,-108.3708333,4495,EL PASO,3/1/1999,,,,
14617.1*A,AIRPORT,E05,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,HATCH,HATCH MUNI,PU,PU,117579.819,32.66106083,385912.562,-107.1979339,4080,ALBUQUERQUE,2/1/1953,N,N,N,Y
14623.*A,AIRPORT,NM83,ASW,LNM,NM,NEW MEXICO,LEA,NM,HOBBS,INDUSTRIAL AIRPARK,PU,PR,117960.412,32.76678111,371551.757,-103.2088214,3707,ALBUQUERQUE,7/1/1943,N,N,,
14621.*A,AIRPORT,HOB,ASW,LNM,NM,NEW MEXICO,LEA,NM,HOBBS,LEA COUNTY RGNL,PU,PU,117675,32.6875,371582.4,-103.2173333,3660,ALBUQUERQUE,6/1/1942,N,N,N,Y
14624.1*A,AIRPORT,68NM,ASW,LNM,NM,NEW MEXICO,CHAVES,NM,HOPE,FLYING H RANCH,PR,PR,118903.352,33.02870889,378456.927,-105.1269242,5162,ALBUQUERQUE,11/1/1951,,,,
14632.1*A,AIRPORT,E26,ASW,LNM,NM,NEW MEXICO,LEA,NM,JAL,LEA COUNTY/JAL/,PU,PU,115671.882,32.13107833,371357.462,-103.1548506,3118,ALBUQUERQUE,10/1/1953,N,N,N,Y
14633.5*A,AIRPORT,72NM,ASW,LNM,NM,NEW MEXICO,OTERO,NM,LA LUZ,OTERO MILL,PR,PR,118650.314,32.95842056,381466.959,-105.9630442,4603,ALBUQUERQUE,6/1/1972,,,,
14636.*A,AIRPORT,LRU,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,LAS CRUCES,LAS CRUCES INTL,PU,PU,116241.9,32.28941667,384919.1,-106.9219722,4456,ALBUQUERQUE,2/1/1943,N,N,N,Y
14634.2*H,HELIPORT,NM77,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,LAS CRUCES,MEMORIAL MEDICAL CENTER,PR,PR,116250.2,32.29172222,384247.39,-106.7353861,4028,ALBUQUERQUE,10/1/1971,,,,
14637.*A,AIRPORT,LVS,ASW,LNM,NM,NEW MEXICO,SAN MIGUEL,NM,LAS VEGAS,LAS VEGAS MUNI,PU,PU,128355.2,35.65422222,378512.6,-105.1423889,6877,ALBUQUERQUE,12/1/1946,N,N,N,Y
14637.01*A,AIRPORT,NM53,ASW,LNM,NM,NEW MEXICO,SAN MIGUEL,NM,LAS VEGAS,SAN MIGUEL RANCH,PR,PR,127846,35.51277778,376494,-104.5816667,6300,ALBUQUERQUE,3/1/1991,,,,
14638.51*A,AIRPORT,E32,ASW,LNM,NM,NEW MEXICO,RIO ARRIBA,NM,LINDRITH,LINDRITH AIRPARK,PU,PU,130649.063,36.29140639,385402.156,-107.0561544,7202,DENVER,3/1/1980,,,,
14643.*A,AIRPORT,LSB,ASW,LNM,NM,NEW MEXICO,HIDALGO,NM,LORDSBURG,LORDSBURG MUNI,PU,PU,116400.47,32.33346389,391290.26,-108.6917389,4289,ALBUQUERQUE,12/1/1938,N,N,N,Y
14644.6*A,AIRPORT,LAM,ASW,LNM,NM,NEW MEXICO,LOS ALAMOS,NM,LOS ALAMOS,LOS ALAMOS,PU,PU,129166.87,35.87968611,382567.27,-106.2686861,7171,DENVER,4/1/1963,,,,
14644.92*A,AIRPORT,NM89,ASW,LNM,NM,NEW MEXICO,VALENCIA,NM,LOS LUNAS,MANZANO-MOUNTAIN AIR RANCH,PR,PR,125192.7,34.77575,383476.07,-106.5211306,5630,ALBUQUERQUE,7/1/2002,,,,
14644.9*A,AIRPORT,E98,ASW,LNM,NM,NEW MEXICO,VALENCIA,NM,LOS LUNAS,MID VALLEY AIRPARK,PR,PU,125135.202,34.75977833,384283.095,-106.7453042,4836,ALBUQUERQUE,,N,N,N,N
14646.1*A,AIRPORT,E06,ASW,LNM,NM,NEW MEXICO,LEA,NM,LOVINGTON,LEA COUNTY-ZIP FRANKLIN MEMORIAL,PU,PU,118634.2,32.95394444,372271.6,-103.4087778,3979,ALBUQUERQUE,3/1/1957,N,N,N,Y
14646.12*H,HELIPORT,NM94,ASW,LNM,NM,NEW MEXICO,LEA,NM,LOVINGTON,NOR LEA COUNTY GENERAL HOSPITAL,PR,PR,118675,32.96527778,372046,-103.3461111,3925,ALBUQUERQUE,5/1/2009,,,,
14649.1*A,AIRPORT,N29,ASW,LNM,NM,NEW MEXICO,SOCORRO,NM,MAGDALENA,MAGDALENA,PU,PU,122738.945,34.09415139,386269.81,-107.2971694,6727,ALBUQUERQUE,11/1/1983,,,,Y
14649.*A,AIRPORT,NM01,ASW,LNM,NM,NEW MEXICO,SOCORRO,NM,MAGDALENA,RANCHO MAGDALENA,PR,PR,122751,34.0975,386271,-107.2975,6676,ALBUQUERQUE,9/1/2005,,,,
14647.5*A,AIRPORT,NM73,ASW,LNM,NM,NEW MEXICO,QUAY,NM,MC ALISTER,AKIN AND AKIN,PR,PR,125180.23,34.77228611,373881.879,-103.8560775,4858,ALBUQUERQUE,1/1/1967,,,,
14658.*H,HELIPORT,NM23,ASW,LNM,NM,NEW MEXICO,OTERO,NM,MESCALERO,IHS HOSPITAL,PU,PR,119385.307,33.16258528,380751.954,-105.7644317,6660,ALBUQUERQUE,8/1/1980,,,,
14661.*A,AIRPORT,NM69,ASW,LNM,NM,NEW MEXICO,GRANT,NM,MIMBRES,CASAS ADOBES AIRPARK,PR,PR,118130.99,32.81416389,388583.99,-107.9399972,5800,ALBUQUERQUE,11/1/2000,,,,
14665.33*A,AIRPORT,NM02,ASW,LNM,NM,NEW MEXICO,TORRANCE,NM,MORIARTY,BIPLANE RANCH,PR,PR,125720.186,34.92227389,382202.084,-106.1672456,6500,ALBUQUERQUE,11/1/1992,,,,
14665.32*A,AIRPORT,0.00E+00,ASW,LNM,NM,NEW MEXICO,TORRANCE,NM,MORIARTY,MORIARTY,PU,PU,125921.4,34.97816667,381600.1,-106.0000278,6204,ALBUQUERQUE,5/1/1967,N,N,N,Y
14666.*H,HELIPORT,N01,ASW,LNM,NM,NEW MEXICO,HARDING,NM,MOSQUERO,MOSQUERO EMERGENCY SERVICES,PU,PU,128816.8,35.78244444,374248.9,-103.9580278,5590,ALBUQUERQUE,8/1/2008,,,,
14667.1*A,AIRPORT,M10,ASW,LNM,NM,NEW MEXICO,TORRANCE,NM,MOUNTAINAIR,MOUNTAINAIR MUNI,PU,PU,124320,34.53333333,382406,-106.2238889,6492,ALBUQUERQUE,10/1/1964,N,N,N,Y
14677.*A,AIRPORT,NM52,ASW,LNM,NM,NEW MEXICO,QUAY,NM,NARA VISA,CAMCO RANCH,PR,PR,128069,35.57472222,371834,-103.2872222,4255,ALBUQUERQUE,12/1/1985,,,,
14679.*A,AIRPORT,1V0,ASW,LNM,NM,NEW MEXICO,SAN JUAN,NM,NAVAJO DAM,NAVAJO LAKE,PU,PU,132509.845,36.80829028,387549.41,-107.6526139,6478,DENVER,,N,N,N,Y
14686.*A,AIRPORT,NM79,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,ORGAN,SHOESTRING RANCH,PR,PR,116795.325,32.44314583,384047.007,-106.6797242,4440,ALBUQUERQUE,,,,,
14687.*A,AIRPORT,80E,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,OSCURA,OSCURA AAF AUX,MR,PR,120580.269,33.49451917,382262.001,-106.1838892,4500,PHOENIX,10/1/1976,,,,Y
14691.*H,HELIPORT,NM07,ASW,LNM,NM,NEW MEXICO,VALENCIA,NM,PERALTA,HOME,PR,PR,125390,34.83055556,384039,-106.6775,4860,ALBUQUERQUE,1/1/1998,,,,
14694.*A,AIRPORT,81NM,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,PICACHO,DIAMOND A RANCH,PR,PR,120042.331,33.34509194,378646.937,-105.1797047,5056,ALBUQUERQUE,4/1/1950,,,,
14694.1*A,AIRPORT,82NM,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,PICACHO,SKEEN RANCH,PR,PR,119412.347,33.17009639,378481.927,-105.1338686,5524,ALBUQUERQUE,8/1/1961,,,,
14694.513*A,AIRPORT,25NM,ASW,LNM,NM,NEW MEXICO,CATRON,NM,PIE TOWN,DREAM CATCHER RANCH,PR,PR,124117,34.47694444,388912,-108.0311111,7253,ALBUQUERQUE,7/1/2009,,,,
14694.512*U,ULTRALIGHT,NM31,ASW,LNM,NM,NEW MEXICO,CATRON,NM,PIE TOWN,ELK VALLEY,PR,PR,124186.35,34.49620833,388907,-108.0297222,7600,ALBUQUERQUE,5/1/2008,,,,
14694.511*A,AIRPORT,NM41,ASW,LNM,NM,NEW MEXICO,CATRON,NM,PIE TOWN,HAPPY MOUNTAIN,PR,PR,122620.202,34.06116722,389147.206,-108.0964461,7250,ALBUQUERQUE,5/1/1983,,,,
14694.51*A,AIRPORT,84NM,ASW,LNM,NM,NEW MEXICO,CATRON,NM,PIE TOWN,NALDA RANCH,PR,PR,123672.194,34.35338722,389384.223,-108.1622842,7531,ALBUQUERQUE,6/1/1983,N,N,N,N
14694.52*A,AIRPORT,NM66,ASW,LNM,NM,NEW MEXICO,CATRON,NM,PIE TOWN,POCO LOCO,PR,PR,123894.66,34.41518333,389077.2,-108.077,7420,ALBUQUERQUE,5/1/1995,,,,
14696.1*A,AIRPORT,NM86,ASW,LNM,NM,NEW MEXICO,HIDALGO,NM,PLAYAS,PLAYAS AIR STRIP,PR,PR,114972.333,31.93675917,390732.175,-108.5367153,4519,EL PASO,7/1/1978,,,,
14696.*H,HELIPORT,85NM,ASW,LNM,NM,NEW MEXICO,HIDALGO,NM,PLAYAS,PLAYAS MEDICAL BLDG,PR,PR,114892.335,31.9145375,390724.175,-108.5344931,4506,EL PASO,5/1/1975,,,,
14700.*A,AIRPORT,PRZ,ASW,LNM,NM,NEW MEXICO,ROOSEVELT,NM,PORTALES,PORTALES MUNI,PU,PU,122923.7,34.14547222,372277.2,-103.4103333,4077,ALBUQUERQUE,8/1/1989,,,,
14704.73*H,HELIPORT,C54,ASW,LNM,NM,NEW MEXICO,CATRON,NM,QUEMADO,CATRON COUNTY,PU,PU,123536.6,34.31572222,389915.6,-108.3098889,7205,ALBUQUERQUE,10/1/2008,,,,
14704.71*A,AIRPORT,NM80,ASW,LNM,NM,NEW MEXICO,CATRON,NM,QUEMADO,QUEMADO,PR,PR,123625.177,34.34032694,390652.234,-108.5145094,6917,ALBUQUERQUE,,,,,
14705.1*A,AIRPORT,N24,ASW,LNM,NM,NEW MEXICO,TAOS,NM,QUESTA,QUESTA MUNI NR 2,PU,PU,132481.1,36.80030556,380151,-105.5975,7689,DENVER,3/1/1991,,,,
14708.1*A,AIRPORT,NM56,ASW,LNM,NM,NEW MEXICO,MC KINLEY,NM,RAMAH,MYSTIC BLUFFS,PR,PR,126595.117,35.16531028,390452.264,-108.4589622,6980,ALBUQUERQUE,6/1/1987,,,,
14709.01*H,HELIPORT,03NM,ASW,LNM,NM,NEW MEXICO,COLFAX,NM,RATON,MINER'S COLFAX MEDICAL CENTER,PR,PR,132704.54,36.86237222,375993.95,-104.4427639,6600,DENVER,3/1/2010,,,,
14709.*A,AIRPORT,RTN,ASW,LNM,NM,NEW MEXICO,COLFAX,NM,RATON,RATON MUNI/CREWS FIELD,PU,PU,132272.7542,36.74243172,376206.2325,-104.5017313,6352,DENVER,,N,N,N,Y
14710.*H,HELIPORT,N02,ASW,LNM,NM,NEW MEXICO,TAOS,NM,RED RIVER,RED RIVER,PU,PU,132155.26,36.70979444,379508.12,-105.4189222,8617,DENVER,5/1/2009,,,,
14712.12*A,AIRPORT,0NM7,ASW,LNM,NM,NEW MEXICO,CATRON,NM,RESERVE,NEGRITO AIRSTRIP,PU,PR,120675.22,33.52089444,390754.212,-108.5428367,8143,ALBUQUERQUE,8/1/1952,,,,
14712.1*A,AIRPORT,T16,ASW,LNM,NM,NEW MEXICO,CATRON,NM,RESERVE,RESERVE,PU,PU,121299.6,33.69433333,391860.005,-108.8500014,6360,ALBUQUERQUE,3/1/1965,N,N,N,Y
14713.*H,HELIPORT,50NM,ASW,LNM,NM,NEW MEXICO,SANDOVAL,NM,RIO RANCHO,SANDOVAL RGNL MEDICAL CENTER,PR,PR,127109.39,35.30816389,384051.03,-106.6808417,5564,PHOENIX,10/1/2013,,,,
14714.01*A,AIRPORT,NM90,ASW,LNM,NM,NEW MEXICO,HIDALGO,NM,RODEO,AMIGOS DEL CIELO,PR,PR,114850.89,31.903025,392491.71,-109.025475,4107,PHOENIX,8/1/2003,,,,
14714.*A,AIRPORT,NM70,ASW,LNM,NM,NEW MEXICO,HIDALGO,NM,RODEO,RODEO,PR,PR,115020,31.95,392550,-109.0416667,4157,PHOENIX,11/1/2000,,,,
14715.6*A,AIRPORT,NM29,ASW,LNM,NM,NEW MEXICO,HARDING,NM,ROSEBUD,ROSEBUD,PR,PR,129003.136,35.83420444,372371.834,-103.4366206,4820,ALBUQUERQUE,12/1/1980,,,,
14716.1*A,AIRPORT,NM20,ASW,LNM,NM,NEW MEXICO,CHAVES,NM,ROSWELL,BENEDICT AIRPARK,PR,PR,119707.374,33.25204833,375992.877,-104.4424658,3556,ALBUQUERQUE,6/1/1991,,,,
14716.12*A,AIRPORT,NM87,ASW,LNM,NM,NEW MEXICO,CHAVES,NM,ROSWELL,JENKINS,PR,PR,119657.8,33.23827778,376094,-104.4705556,3600,ALBUQUERQUE,2/1/2002,,,,
14716.13*H,HELIPORT,NM93,ASW,LNM,NM,NEW MEXICO,CHAVES,NM,ROSWELL,LOVELACE REGIONAL HOSPITAL - ROSWELL,PR,PR,120300,33.41666667,376278,-104.5216667,3599,ALBUQUERQUE,8/1/2006,,,,
14719.*A,AIRPORT,ROW,ASW,LNM,NM,NEW MEXICO,CHAVES,NM,ROSWELL,ROSWELL INTL AIR CENTER,PU,PU,119885.6,33.30155556,376310,-104.5305556,3671,ALBUQUERQUE,10/1/1967,N,N,N,Y
14721.*A,AIRPORT,NM92,ASW,LNM,NM,NEW MEXICO,SAN MIGUEL,NM,ROWE,TIERRA DE DIOS,PR,PR,127064.76,35.29576667,380201.4,-105.6115,7050,ALBUQUERQUE,10/1/2006,,,,
14723.1*A,AIRPORT,NM15,ASW,LNM,NM,NEW MEXICO,HARDING,NM,ROY,CLAVEL RANCH,PR,PR,129766.121,36.04614472,373994.884,-103.8874678,5534,ALBUQUERQUE,11/1/1992,,,,
14723.12*A,AIRPORT,NM17,ASW,LNM,NM,NEW MEXICO,HARDING,NM,ROY,RAY RANCH,PR,PR,129350.128,35.93059111,375061.917,-104.1838658,5850,DENVER,12/1/1979,,,,
14726.02*H,HELIPORT,NM19,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,RUIDOSO,RUIDOSO,PU,PR,120065.296,33.35147111,380386.946,-105.6630406,6838,ALBUQUERQUE,6/1/1989,,,,
14726.01*A,AIRPORT,SRR,ASW,LNM,NM,NEW MEXICO,LINCOLN,NM,RUIDOSO,SIERRA BLANCA RGNL,PU,PU,120459.4,33.46094444,379908.5,-105.5301389,6813,ALBUQUERQUE,12/1/1987,,,,
14728.012*H,HELIPORT,NM57,ASW,LNM,NM,NEW MEXICO,SANTA FE,NM,SANTA FE,GOVERNOR'S RESIDENCE,PU,PR,128543.109,35.70641917,381348.074,-105.9300206,7200,ALBUQUERQUE,7/1/1987,,,,
14728.*A,AIRPORT,SAF,ASW,LNM,NM,NEW MEXICO,SANTA FE,NM,SANTA FE,SANTA FE MUNI,PU,PU,128221.6,35.61711111,381921.9,-106.0894167,6348,ALBUQUERQUE,6/1/1942,N,N,Y,Y
14728.011*H,HELIPORT,NM06,ASW,LNM,NM,NEW MEXICO,SANTA FE,NM,SANTA FE,ST VINCENT HOSPITAL,PR,PR,128374.113,35.65947583,381404.076,-105.9455767,7012,ALBUQUERQUE,,,,,
14733.4*A,AIRPORT,SXU,ASW,LNM,NM,NEW MEXICO,GUADALUPE,NM,SANTA ROSA,SANTA ROSA ROUTE 66,PU,PU,125768.4195,34.93567208,376713.2295,-104.6425638,4791,ALBUQUERQUE,5/1/1967,N,N,N,Y
14733.03*A,AIRPORT,NM05,ASW,TEX,NM,NEW MEXICO,DONA ANA,NM,SANTA TERESA,CIELO DORADO ESTATES,PR,PR,114873.372,31.90927,383907.972,-106.6411033,3750,EL PASO,8/1/2015,,,,
14733.8*A,AIRPORT,5T6,ASW,LNM,NM,NEW MEXICO,DONA ANA,NM,SANTA TERESA,DONA ANA COUNTY AT SANTA TERESA,PU,PU,114769.6,31.88044444,384131.7,-106.70325,4112,EL PASO,6/1/1984,Y,Y,,Y
14733.95*H,HELIPORT,30NM,ASW,LNM,NM,NEW MEXICO,UNION,NM,SEDAN,CRUSADER,PR,PR,130019,36.11638889,371148,-103.0966667,4536,WICHITA,8/1/2009,,,,
14734.02*A,AIRPORT,5V5,ASW,LNM,NM,NEW MEXICO,SAN JUAN,NM,SHIPROCK,SHIPROCK AIRSTRIP,PU,PU,132110.1,36.69725,391324.7,-108.7013056,5270,DENVER,8/1/1970,,,N,
14736.2*A,AIRPORT,13NM,ASW,LNM,NM,NEW MEXICO,CATRON,NM,SILVER CITY,BEAVERHEAD AIRSTRIP,PU,PR,120310.237,33.41951028,389302.179,-108.1394942,7378,ALBUQUERQUE,11/1/1967,N,N,N,N
14736.11*H,HELIPORT,NM85,ASW,LNM,NM,NEW MEXICO,GRANT,NM,SILVER CITY,GILA RGNL,PR,PR,118073.26,32.79812778,389740.17,-108.2611583,6097,ALBUQUERQUE,2/1/2002,,,,
14737.*A,AIRPORT,SVC,ASW,LNM,NM,NEW MEXICO,GRANT,NM,SILVER CITY,GRANT COUNTY,PU,PU,117491.569,32.63654694,389362.987,-108.1563853,5445,ALBUQUERQUE,7/1/1942,N,N,N,Y
14736.1*A,AIRPORT,1NM0,ASW,LNM,NM,NEW MEXICO,CATRON,NM,SILVER CITY,ME-OWN,PU,PR,119563.255,33.21201528,388892.155,-108.0255986,7554,ALBUQUERQUE,5/1/1958,,,,
14736.12*A,AIRPORT,94E,ASW,LNM,NM,NEW MEXICO,GRANT,NM,SILVER CITY,WHISKEY CREEK,PR,PU,117943.271,32.76201972,389550.167,-108.2083797,6126,ALBUQUERQUE,3/1/1976,,,,
14739.11*H,HELIPORT,NM35,ASW,LNM,NM,NEW MEXICO,SOCORRO,NM,SOCORRO,SOCORRO GENERAL HOSPITAL,PR,PR,122533.237,34.03701028,384883.101,-106.9119725,4803,ALBUQUERQUE,6/1/1989,,,,
14739.*A,AIRPORT,ONM,ASW,LNM,NM,NEW MEXICO,SOCORRO,NM,SOCORRO,SOCORRO MUNI,PU,PU,122480.9,34.02247222,384851.3,-106.9031389,4875,ALBUQUERQUE,4/1/1940,N,N,N,Y
14739.1*A,AIRPORT,95E,ASW,LNM,NM,NEW MEXICO,SOCORRO,NM,SOCORRO,STALLION AAF,MR,PR,121748.243,33.81895639,383922.051,-106.6450142,4925,ALBUQUERQUE,,,,,Y
14740.21*A,AIRPORT,S42,ASW,LNM,NM,NEW MEXICO,COLFAX,NM,SPRINGER,SPRINGER MUNI,PU,PU,130793.48,36.33152222,376624.265,-104.6178514,5891,DENVER,9/1/1973,N,N,N,Y
14740.51*A,AIRPORT,NM63,ASW,LNM,NM,NEW MEXICO,SANTA FE,NM,STANLEY,BIG SKY,PR,PR,126597,35.16583333,381643,-106.0119444,6200,ALBUQUERQUE,5/1/1994,,,,
14741.04*H,HELIPORT,NM65,ASW,LNM,NM,NEW MEXICO,TAOS,NM,TAOS,TAOS COUNTY HOSPITAL,PU,PR,130929,36.36916667,380060,-105.5722222,7064,DENVER,5/1/1995,,,,
14741.05*A,AIRPORT,SKX,ASW,LNM,NM,NEW MEXICO,TAOS,NM,TAOS,TAOS RGNL,PU,PU,131249.4,36.45816667,380420.7,-105.6724167,7094,DENVER,3/1/1967,N,N,N,Y
14741.6*A,AIRPORT,18T,ASW,LNM,NM,NEW MEXICO,LEA,NM,TATUM,TATUM,PU,PU,119738.9,33.26080556,371802.55,-103.2784861,3986,ALBUQUERQUE,6/1/1958,,,N,N
14741.78*H,HELIPORT,NM60,ASW,LNM,NM,NEW MEXICO,CURRY,NM,TEXICO,HOFFMANN HELICOPTERS,PR,PR,120254.375,33.40399306,371116.799,-103.0879997,4158,ALBUQUERQUE,10/1/1987,,,,
14747.02*A,AIRPORT,NM37,ASW,LNM,NM,NEW MEXICO,CATRON,NM,TRUTH OR CONSEQUENCES,ADOBE RANCH PRIVATE,PR,PR,120875.232,33.57645333,388440.163,-107.9000453,7354,ALBUQUERQUE,3/1/1982,,,,
14747.03*H,HELIPORT,NM58,ASW,LNM,NM,NEW MEXICO,SIERRA,NM,TRUTH OR CONSEQUENCES,EMERGENCY OPERATIONS CENTER,PR,PR,119303.3,33.13980556,386092.6,-107.2479444,4320,ALBUQUERQUE,1/1/1998,,,,
14747.01*H,HELIPORT,NM22,ASW,LNM,NM,NEW MEXICO,SIERRA,NM,TRUTH OR CONSEQUENCES,SIERRA VISTA HOSPITAL,PR,PR,119315.257,33.14312694,386072.3,-107.2423056,4250,ALBUQUERQUE,9/1/1980,,,,
14747.04*A,AIRPORT,9NM9,ASW,LNM,NM,NEW MEXICO,SIERRA,NM,TRUTH OR CONSEQUENCES,SPACEPORT AMERICA,PR,PR,118762.37,32.98954722,385090.085,-106.9694681,4595,ALBUQUERQUE,8/1/2010,,,,
